id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2731,Male,50,1,28,0,1-2 Year,Yes,2630,154,196,1
2732,Male,26,1,28,1,< 1 Year,No,40350,152,165,0
2733,Male,36,1,30,0,1-2 Year,Yes,31685,26,266,0
2734,Female,22,1,8,1,< 1 Year,No,47111,152,241,0
2735,Female,35,1,40,0,1-2 Year,No,24543,124,250,0
2736,Male,48,1,28,0,> 2 Years,Yes,52215,26,134,0
2737,Female,74,1,28,1,1-2 Year,No,30978,124,201,0
2738,Female,49,1,28,0,1-2 Year,Yes,40870,26,14,0
2739,Male,67,1,28,0,> 2 Years,Yes,65606,26,204,1
2740,Male,40,1,11,0,1-2 Year,Yes,48042,154,149,0
2741,Male,36,1,28,0,1-2 Year,Yes,44556,124,44,0
2742,Female,21,1,41,1,< 1 Year,No,28190,152,248,0
2743,Male,35,1,36,0,1-2 Year,Yes,30501,154,85,1
2744,Male,55,1,8,0,1-2 Year,Yes,40139,4,55,0
2745,Male,34,1,30,1,1-2 Year,No,2630,160,216,0
2746,Male,42,1,35,0,1-2 Year,Yes,28466,124,160,0
2747,Male,22,1,46,1,< 1 Year,No,41941,152,83,0
2748,Female,23,1,15,0,< 1 Year,Yes,26909,152,109,0
2749,Female,55,1,8,1,1-2 Year,No,31842,124,161,0
2750,Male,78,1,7,1,1-2 Year,No,52759,15,116,0
2751,Female,23,1,17,1,< 1 Year,No,38329,152,17,0
2752,Female,49,1,6,0,1-2 Year,Yes,26833,26,108,0
2753,Male,22,1,15,1,< 1 Year,No,34613,152,291,0
2754,Male,61,1,8,0,1-2 Year,Yes,52414,156,19,1
2755,Female,44,1,46,0,1-2 Year,Yes,35122,124,245,1
2756,Male,45,1,8,0,1-2 Year,Yes,43913,124,209,1
2757,Female,67,1,8,1,1-2 Year,No,47666,124,274,0
2758,Male,48,1,28,1,1-2 Year,No,34393,124,236,0
2759,Male,22,1,30,0,1-2 Year,Yes,32380,154,115,0
2760,Male,44,1,28,1,1-2 Year,Yes,52895,26,242,0
2761,Female,25,1,21,1,< 1 Year,No,25571,152,228,0
2762,Female,23,1,13,1,< 1 Year,No,24182,152,292,0
2763,Female,32,1,15,0,< 1 Year,Yes,31607,152,160,0
2764,Male,37,1,8,0,1-2 Year,Yes,27404,26,151,0
2765,Female,21,1,46,1,< 1 Year,No,34016,160,239,0
2766,Male,24,1,10,1,< 1 Year,No,23324,152,251,0
2767,Female,34,1,6,1,1-2 Year,No,21281,152,167,0
2768,Male,37,1,28,1,1-2 Year,No,32476,124,286,0
2769,Male,40,1,9,1,1-2 Year,No,32049,152,45,0
2770,Male,21,1,26,1,< 1 Year,No,30903,160,213,0
2771,Male,22,1,8,1,< 1 Year,No,37521,152,110,0
2772,Male,23,1,46,1,< 1 Year,No,32299,160,166,0
2773,Male,48,1,10,0,1-2 Year,Yes,34461,26,247,0
2774,Male,21,1,28,0,< 1 Year,Yes,45748,152,112,0
2775,Female,60,1,28,0,1-2 Year,Yes,33490,26,150,0
2776,Female,34,1,28,1,1-2 Year,No,52533,122,170,0
2777,Male,23,1,49,0,< 1 Year,No,2630,152,148,0
2778,Female,26,1,15,0,< 1 Year,No,45073,152,149,0
2779,Male,43,1,28,1,1-2 Year,No,2630,26,137,0
2780,Female,72,1,28,0,1-2 Year,Yes,46354,25,56,0
2781,Male,55,1,14,0,1-2 Year,Yes,26648,124,188,0
2782,Male,24,1,14,1,< 1 Year,No,41125,152,289,0
2783,Male,57,1,36,1,1-2 Year,No,34507,26,251,0
2784,Female,22,1,8,1,< 1 Year,No,19417,160,93,0
2785,Male,44,1,28,1,1-2 Year,No,42291,26,293,0
2786,Female,22,1,17,0,< 1 Year,Yes,44139,152,294,0
2787,Male,23,1,27,0,< 1 Year,Yes,41138,152,109,0
2788,Male,42,1,9,0,1-2 Year,Yes,34083,124,187,0
2789,Female,51,1,28,0,1-2 Year,Yes,45298,26,203,0
2790,Female,27,1,25,1,< 1 Year,No,24912,152,120,0
2791,Male,30,1,46,0,< 1 Year,Yes,28632,152,242,0
2792,Male,33,1,18,0,1-2 Year,Yes,23110,124,261,1
2793,Male,25,1,35,0,< 1 Year,Yes,2630,156,144,0
2794,Male,57,1,7,0,1-2 Year,Yes,37993,26,102,0
2795,Female,34,1,29,0,1-2 Year,Yes,2630,124,10,0
2796,Male,61,1,41,1,1-2 Year,No,36745,136,25,0
2797,Male,41,1,1,1,1-2 Year,No,2630,124,57,0
2798,Male,59,1,36,0,> 2 Years,Yes,39125,26,98,0
2799,Female,56,1,13,0,1-2 Year,Yes,2630,122,217,1
2800,Male,31,1,37,0,< 1 Year,Yes,36427,152,188,0
2801,Female,42,1,19,0,1-2 Year,Yes,33630,124,125,0
2802,Male,64,1,30,1,1-2 Year,No,32694,152,190,0
2803,Female,38,1,28,0,> 2 Years,Yes,30261,122,35,0
2804,Female,39,1,28,0,1-2 Year,Yes,2630,156,36,0
2805,Female,42,1,35,1,1-2 Year,No,20103,26,259,0
2806,Male,50,1,28,1,1-2 Year,No,44795,61,116,0
2807,Female,23,1,14,1,< 1 Year,No,26341,152,125,0
2808,Female,28,1,12,0,1-2 Year,Yes,22722,124,52,1
2809,Male,78,1,19,1,1-2 Year,No,22665,124,50,0
2810,Male,44,1,28,0,1-2 Year,Yes,57083,26,268,0
2811,Male,42,1,20,0,1-2 Year,Yes,2630,124,29,1
2812,Female,75,1,50,0,1-2 Year,Yes,47238,116,285,0
2813,Female,27,1,6,1,< 1 Year,No,26492,152,125,0
2814,Female,29,1,28,0,< 1 Year,No,32757,152,184,0
2815,Male,42,1,46,0,1-2 Year,Yes,31454,124,231,0
2816,Female,24,1,41,1,< 1 Year,No,21789,152,177,0
2817,Male,41,1,28,0,1-2 Year,Yes,34336,26,243,0
2818,Male,34,1,28,0,1-2 Year,Yes,32883,26,142,1
2819,Male,45,1,28,0,1-2 Year,Yes,23593,124,98,1
2820,Female,26,1,41,1,< 1 Year,No,30540,152,221,0
2821,Male,35,1,8,0,1-2 Year,Yes,50189,152,189,0
2822,Male,24,1,45,1,< 1 Year,No,27094,152,122,0
2823,Female,45,1,28,0,1-2 Year,Yes,2630,52,118,0
2824,Male,24,1,30,0,< 1 Year,Yes,2630,152,39,0
2825,Female,26,1,8,0,< 1 Year,Yes,30708,152,285,0
2826,Female,34,1,24,0,1-2 Year,Yes,23223,29,199,0
2827,Male,53,1,8,0,1-2 Year,No,30683,124,186,0
2828,Female,26,1,43,1,< 1 Year,Yes,2630,160,265,0
2829,Male,46,1,28,0,1-2 Year,Yes,59248,124,105,0
2830,Male,66,1,45,0,1-2 Year,Yes,33497,124,134,0
2831,Male,27,1,28,0,1-2 Year,Yes,25911,124,107,0
2832,Male,22,1,33,1,< 1 Year,No,31095,152,270,0
2833,Female,21,1,36,1,< 1 Year,No,28878,160,23,0
2834,Female,35,1,31,0,1-2 Year,Yes,2630,152,276,0
2835,Male,22,1,18,1,< 1 Year,No,29600,152,277,0
2836,Female,26,1,28,1,< 1 Year,No,29598,152,190,0
2837,Male,60,1,28,0,1-2 Year,No,47325,124,237,0
2838,Female,72,1,28,1,1-2 Year,No,41718,26,212,0
2839,Female,24,1,42,1,< 1 Year,No,31407,152,260,0
2840,Female,52,1,8,0,1-2 Year,No,34375,26,208,0
2841,Female,23,1,28,1,< 1 Year,No,38813,152,197,0
2842,Female,50,1,48,0,1-2 Year,Yes,2630,124,117,0
2843,Male,21,1,15,0,< 1 Year,Yes,43010,160,94,0
2844,Male,23,1,29,1,< 1 Year,No,36180,152,289,0
2845,Female,22,1,15,0,< 1 Year,No,28564,152,257,0
2846,Male,22,1,29,1,< 1 Year,No,2630,152,71,0
2847,Female,49,1,48,1,1-2 Year,No,2630,124,127,0
2848,Male,54,1,28,1,1-2 Year,No,41595,124,131,0
2849,Female,47,1,28,0,1-2 Year,Yes,48109,124,181,0
2850,Male,79,1,28,0,> 2 Years,Yes,40446,122,252,0
2851,Female,57,1,41,1,1-2 Year,No,59172,152,216,0
2852,Female,27,1,10,1,< 1 Year,No,19969,152,194,0
2853,Male,72,1,8,0,1-2 Year,Yes,25857,26,82,0
2854,Male,28,1,50,0,1-2 Year,Yes,30814,155,293,0
2855,Female,68,1,41,1,1-2 Year,No,42642,152,178,0
2856,Male,59,1,28,0,1-2 Year,Yes,41011,124,102,0
2857,Female,25,1,47,1,< 1 Year,No,37220,152,124,0
2858,Female,25,1,28,1,< 1 Year,No,30496,152,191,0
2859,Female,44,1,35,0,> 2 Years,Yes,39060,124,56,0
2860,Male,39,1,28,0,1-2 Year,Yes,33093,124,78,0
2861,Female,48,1,28,0,1-2 Year,Yes,40885,124,68,0
2862,Male,26,1,15,1,< 1 Year,No,37931,152,67,0
2863,Female,23,1,15,0,< 1 Year,No,29111,152,258,0
2864,Female,47,1,28,0,1-2 Year,Yes,29058,124,115,0
2865,Male,30,1,8,0,< 1 Year,Yes,72167,152,40,0
2866,Female,23,1,36,0,< 1 Year,Yes,2630,160,215,0
2867,Female,52,1,46,0,1-2 Year,Yes,2630,156,218,0
2868,Male,44,1,23,0,1-2 Year,Yes,24102,124,94,1
2869,Female,20,1,47,0,< 1 Year,Yes,35536,160,25,0
2870,Male,25,1,15,0,< 1 Year,Yes,2630,124,94,0
2871,Female,64,1,28,0,1-2 Year,Yes,52620,122,17,0
2872,Male,60,1,8,0,1-2 Year,Yes,31806,26,67,0
2873,Female,59,1,28,0,> 2 Years,Yes,51874,26,186,1
2874,Male,80,1,0,1,1-2 Year,Yes,2630,3,137,0
2875,Female,22,1,15,0,< 1 Year,Yes,29381,152,130,0
2876,Female,40,1,41,0,1-2 Year,Yes,36769,52,195,0
2877,Female,35,1,5,0,1-2 Year,Yes,2630,157,29,1
2878,Male,26,1,15,1,< 1 Year,No,40986,152,19,0
2879,Male,23,1,50,0,< 1 Year,Yes,26686,26,152,0
2880,Male,42,1,50,1,1-2 Year,No,27660,8,27,0
2881,Male,57,1,41,0,1-2 Year,Yes,38872,109,226,0
2882,Female,37,1,29,1,1-2 Year,No,37150,124,260,0
2883,Female,25,1,41,1,< 1 Year,No,33909,152,106,0
2884,Male,31,1,3,0,1-2 Year,Yes,2630,154,294,1
2885,Female,22,1,8,0,< 1 Year,Yes,68344,152,165,0
2886,Male,26,1,28,0,< 1 Year,No,39964,152,71,0
2887,Male,50,1,28,0,> 2 Years,Yes,47608,26,243,0
2888,Male,44,1,28,0,1-2 Year,No,2630,26,58,0
2889,Male,38,1,28,0,1-2 Year,Yes,28506,124,183,0
2890,Male,43,1,46,0,1-2 Year,Yes,18719,124,124,0
2891,Female,57,1,20,0,1-2 Year,Yes,2630,122,60,0
2892,Male,31,1,28,0,< 1 Year,Yes,53775,152,19,0
2893,Female,26,1,8,1,< 1 Year,No,30603,152,95,0
2894,Male,41,1,28,0,1-2 Year,Yes,21393,26,186,1
2895,Male,50,1,3,0,1-2 Year,Yes,34998,26,14,1
2896,Female,23,1,49,1,< 1 Year,No,2630,152,213,0
2897,Female,27,1,44,1,< 1 Year,No,20629,152,137,0
2898,Male,55,1,30,1,1-2 Year,No,46674,152,286,0
2899,Female,23,1,30,1,< 1 Year,No,26413,152,276,0
2900,Female,25,1,11,1,< 1 Year,No,32600,152,100,0
2901,Female,40,1,36,0,1-2 Year,Yes,25145,124,47,1
2902,Female,51,1,8,0,1-2 Year,No,55347,26,189,0
2903,Male,23,1,11,1,< 1 Year,No,38697,152,252,0
2904,Male,51,1,28,0,> 2 Years,Yes,51698,124,225,1
2905,Female,67,1,28,0,> 2 Years,Yes,51467,3,259,0
2906,Male,43,1,28,1,1-2 Year,No,35404,26,164,0
2907,Male,40,1,35,0,1-2 Year,Yes,32069,10,50,0
2908,Male,38,1,28,0,1-2 Year,Yes,24197,26,258,0
2909,Female,32,1,28,1,< 1 Year,No,30687,152,162,0
2910,Male,37,1,8,0,> 2 Years,Yes,33548,154,75,0
2911,Male,25,1,29,0,1-2 Year,Yes,2630,26,241,1
2912,Male,27,1,35,1,< 1 Year,No,59850,152,129,0
2913,Female,49,1,28,0,1-2 Year,No,45036,26,100,0
2914,Male,27,1,15,0,< 1 Year,No,26343,152,154,0
2915,Female,24,1,45,1,< 1 Year,No,42142,152,31,0
2916,Male,20,1,37,1,< 1 Year,Yes,22875,160,188,0
2917,Female,39,1,28,1,1-2 Year,No,24466,26,221,0
2918,Male,48,1,8,1,1-2 Year,No,29941,26,242,0
2919,Female,23,1,15,0,< 1 Year,No,33380,152,18,0
2920,Female,73,1,28,0,1-2 Year,Yes,27534,52,38,0
2921,Male,25,1,30,1,< 1 Year,No,44025,152,275,0
2922,Female,36,1,8,0,1-2 Year,Yes,37093,19,115,1
2923,Female,26,1,8,0,< 1 Year,Yes,2630,160,128,0
2924,Male,35,1,30,1,1-2 Year,No,45311,152,96,0
2925,Female,21,1,46,1,< 1 Year,No,30639,160,145,0
2926,Female,25,1,41,1,< 1 Year,No,37409,152,232,0
2927,Female,26,1,30,1,< 1 Year,No,2630,152,221,0
2928,Male,71,1,28,0,1-2 Year,Yes,36682,60,162,0
2929,Male,63,1,28,0,1-2 Year,Yes,41118,26,194,0
2930,Male,22,1,39,0,1-2 Year,Yes,55019,154,277,0
2931,Male,21,1,8,1,< 1 Year,No,50747,152,188,0
2932,Male,22,1,30,1,< 1 Year,No,21383,152,107,0
2933,Male,78,1,3,0,1-2 Year,No,45264,124,186,0
2934,Male,50,1,18,0,1-2 Year,Yes,36100,26,92,0
2935,Male,22,1,43,1,< 1 Year,No,2630,152,232,0
2936,Female,68,1,28,0,1-2 Year,Yes,20724,124,125,0
2937,Female,27,1,11,1,< 1 Year,No,72611,152,291,0
2938,Female,40,1,28,1,1-2 Year,No,50638,26,198,0
2939,Female,24,1,36,0,< 1 Year,No,34051,152,179,0
2940,Female,21,1,35,1,< 1 Year,No,28684,152,184,0
2941,Female,46,1,28,0,1-2 Year,Yes,37201,26,50,0
2942,Male,52,1,8,0,1-2 Year,Yes,2630,26,110,0
2943,Female,46,1,28,0,1-2 Year,Yes,55511,124,45,0
2944,Male,67,0,8,0,1-2 Year,Yes,45024,7,124,0
2945,Female,27,1,29,1,< 1 Year,No,35872,152,63,0
2946,Male,25,1,15,1,< 1 Year,No,29895,152,101,0
2947,Female,46,1,28,0,1-2 Year,No,28400,124,30,0
2948,Male,32,1,29,0,1-2 Year,Yes,2630,157,289,0
2949,Female,23,1,28,1,< 1 Year,No,35982,152,111,0
2950,Female,64,1,1,1,1-2 Year,No,2630,154,281,0
2951,Male,33,1,29,0,1-2 Year,Yes,30187,163,200,0
2952,Male,27,1,29,0,1-2 Year,Yes,25445,124,174,1
2953,Female,24,1,30,1,< 1 Year,No,30771,152,82,0
2954,Male,24,1,35,1,< 1 Year,No,26664,152,29,0
2955,Male,63,1,50,0,1-2 Year,Yes,34987,8,215,0
2956,Female,64,1,44,0,1-2 Year,No,37503,124,53,0
2957,Male,36,1,28,0,1-2 Year,Yes,61020,122,15,1
2958,Male,72,0,28,0,1-2 Year,Yes,72033,26,253,0
2959,Male,24,1,6,1,< 1 Year,No,25746,152,223,0
2960,Male,62,1,8,0,1-2 Year,Yes,2630,124,237,1
2961,Female,28,1,46,1,< 1 Year,No,25991,152,210,0
2962,Female,26,1,49,1,< 1 Year,No,23597,152,136,0
2963,Female,53,1,26,0,1-2 Year,Yes,31992,30,149,0
2964,Female,48,1,1,0,1-2 Year,Yes,2630,124,244,0
2965,Female,49,1,28,0,1-2 Year,Yes,34634,26,268,0
2966,Female,32,1,30,1,< 1 Year,No,31829,152,104,0
2967,Male,25,1,49,1,< 1 Year,No,32762,152,98,0
2968,Male,26,1,18,1,< 1 Year,No,32736,152,165,0
2969,Female,29,1,14,1,< 1 Year,Yes,25012,152,175,0
2970,Female,23,1,8,1,< 1 Year,No,43391,152,297,0
2971,Male,41,1,28,0,1-2 Year,Yes,63423,124,140,1
2972,Male,29,1,39,1,< 1 Year,No,27230,124,216,0
2973,Male,48,1,8,1,1-2 Year,Yes,37195,124,13,0
2974,Male,62,1,11,0,1-2 Year,Yes,31572,26,123,0
2975,Female,47,1,8,0,1-2 Year,Yes,32550,26,142,0
2976,Female,21,1,6,0,1-2 Year,Yes,25577,163,75,1
2977,Female,23,1,46,1,< 1 Year,No,25293,152,241,0
2978,Female,23,1,37,0,< 1 Year,Yes,22493,151,250,0
2979,Male,68,1,28,0,1-2 Year,Yes,22054,122,213,1
2980,Female,66,1,28,0,1-2 Year,Yes,54295,26,278,0
2981,Female,22,1,3,1,< 1 Year,No,25077,152,295,0
2982,Male,56,1,29,0,> 2 Years,Yes,2630,124,121,1
2983,Female,51,1,28,0,1-2 Year,Yes,43779,124,177,0
2984,Male,24,1,6,0,< 1 Year,Yes,31428,152,128,0
2985,Female,71,1,48,0,> 2 Years,Yes,2630,26,177,0
2986,Male,42,1,24,0,1-2 Year,Yes,2630,124,263,1
2987,Female,23,1,8,1,< 1 Year,No,29985,152,87,0
2988,Male,27,1,30,1,< 1 Year,No,37217,152,56,0
2989,Female,45,1,35,0,1-2 Year,Yes,17913,124,203,0
2990,Male,36,1,8,0,1-2 Year,Yes,37860,124,171,1
2991,Female,50,1,50,1,1-2 Year,No,31122,124,172,0
2992,Male,60,1,14,0,1-2 Year,Yes,28073,26,220,0
2993,Female,23,1,33,1,< 1 Year,No,24009,152,174,0
2994,Female,48,1,28,0,1-2 Year,Yes,37158,124,37,0
2995,Male,21,1,8,0,< 1 Year,Yes,40693,26,187,1
2996,Male,74,1,46,0,> 2 Years,Yes,2630,11,231,1
2997,Male,45,1,28,0,> 2 Years,Yes,43780,26,207,1
2998,Female,46,1,28,0,> 2 Years,Yes,40790,26,43,0
2999,Male,36,1,28,0,1-2 Year,Yes,40803,124,254,0
3000,Male,49,1,28,0,1-2 Year,Yes,57197,26,129,0
3001,Male,24,1,50,1,< 1 Year,No,33458,152,215,0
3002,Male,74,1,1,0,> 2 Years,Yes,2630,157,134,0
3003,Female,72,1,28,1,1-2 Year,Yes,26954,26,237,0
3004,Male,26,1,8,1,< 1 Year,No,34088,160,65,0
3005,Female,20,1,8,0,< 1 Year,Yes,34675,160,36,0
3006,Male,33,1,36,0,< 1 Year,Yes,2630,156,129,0
3007,Female,34,1,26,0,1-2 Year,Yes,32276,120,204,0
3008,Male,35,1,28,0,1-2 Year,Yes,34639,26,183,1
3009,Male,36,1,28,1,1-2 Year,No,34012,154,236,0
3010,Male,42,1,36,0,1-2 Year,Yes,36361,26,91,0
3011,Female,22,1,46,0,< 1 Year,Yes,35602,152,176,0
3012,Female,25,1,46,1,< 1 Year,No,29419,160,183,0
3013,Female,38,1,28,1,1-2 Year,No,33133,124,272,0
3014,Female,51,1,22,0,1-2 Year,Yes,2630,152,140,0
3015,Female,28,1,41,1,< 1 Year,No,31625,152,10,0
3016,Female,59,1,28,0,1-2 Year,Yes,45031,37,221,0
3017,Male,46,1,7,1,1-2 Year,Yes,40256,26,144,0
3018,Male,49,1,19,0,1-2 Year,No,2630,26,240,0
3019,Female,26,1,33,1,< 1 Year,No,31389,152,62,0
3020,Female,52,1,28,0,> 2 Years,Yes,46491,122,104,1
3021,Female,25,1,12,1,< 1 Year,No,24366,152,15,0
3022,Female,48,1,8,1,1-2 Year,No,42157,26,74,0
3023,Male,51,1,41,0,1-2 Year,Yes,32698,26,164,1
3024,Male,49,1,39,0,1-2 Year,Yes,32686,124,78,0
3025,Female,31,1,27,0,1-2 Year,Yes,2630,156,167,1
3026,Female,22,1,29,1,< 1 Year,No,36082,152,126,0
3027,Male,62,1,20,0,1-2 Year,Yes,2630,26,130,0
3028,Male,46,1,7,0,1-2 Year,Yes,2630,124,294,0
3029,Male,59,1,8,1,1-2 Year,No,43064,26,212,0
3030,Female,29,1,36,1,< 1 Year,No,28363,152,192,0
3031,Female,48,1,30,1,1-2 Year,No,26259,26,34,0
3032,Male,50,1,41,1,1-2 Year,No,34533,109,39,0
3033,Female,62,1,39,0,1-2 Year,No,2630,156,185,0
3034,Male,57,1,46,0,> 2 Years,Yes,2630,156,219,1
3035,Female,31,1,35,0,1-2 Year,Yes,27953,124,127,0
3036,Male,47,1,7,0,1-2 Year,Yes,50725,26,41,1
3037,Female,24,1,41,1,< 1 Year,No,32244,152,200,0
3038,Male,54,1,41,0,1-2 Year,Yes,38999,26,288,0
3039,Female,22,1,46,1,< 1 Year,No,29069,152,74,0
3040,Male,74,1,48,0,1-2 Year,Yes,2630,26,158,0
3041,Male,27,1,8,1,< 1 Year,No,41337,152,169,0
3042,Male,29,1,8,1,< 1 Year,No,38728,152,219,0
3043,Male,24,1,6,0,< 1 Year,Yes,30685,152,78,0
3044,Male,27,1,28,0,1-2 Year,Yes,2630,157,16,0
3045,Female,78,1,28,0,1-2 Year,Yes,31471,122,231,1
3046,Male,41,1,8,1,1-2 Year,Yes,34768,124,176,0
3047,Male,31,1,21,0,< 1 Year,Yes,27005,152,108,1
3048,Male,67,1,0,0,1-2 Year,Yes,2630,26,205,0
3049,Male,33,1,48,1,1-2 Year,No,2630,124,170,0
3050,Female,68,1,24,1,1-2 Year,No,35772,26,130,0
3051,Male,20,1,28,0,1-2 Year,Yes,27651,124,45,0
3052,Male,37,1,50,0,1-2 Year,No,34794,124,239,0
3053,Male,50,1,28,0,> 2 Years,Yes,22582,26,144,0
3054,Male,74,1,28,0,1-2 Year,Yes,33892,124,252,0
3055,Male,29,1,15,1,< 1 Year,No,40951,152,128,0
3056,Male,41,1,48,0,1-2 Year,No,2630,124,288,1
3057,Female,69,1,45,1,1-2 Year,No,23052,124,60,0
3058,Male,25,1,13,1,< 1 Year,No,21429,152,162,0
3059,Female,44,1,8,0,1-2 Year,No,34398,124,154,0
3060,Female,24,1,3,1,< 1 Year,No,25383,152,173,0
3061,Male,50,1,50,0,1-2 Year,Yes,35641,124,212,0
3062,Female,33,1,30,0,< 1 Year,Yes,26929,163,249,1
3063,Male,25,1,37,0,< 1 Year,Yes,33879,152,109,1
3064,Male,29,1,47,1,< 1 Year,No,27702,152,63,0
3065,Female,25,1,41,0,< 1 Year,No,30305,152,75,0
3066,Male,38,1,46,0,1-2 Year,Yes,36116,124,283,1
3067,Female,23,1,8,1,< 1 Year,No,54444,152,100,0
3068,Male,44,1,28,0,1-2 Year,Yes,37781,26,231,0
3069,Female,50,1,26,0,1-2 Year,Yes,39342,26,82,0
3070,Male,52,1,28,0,1-2 Year,Yes,30276,26,126,0
3071,Male,44,1,12,0,1-2 Year,Yes,33203,26,283,1
3072,Male,24,1,2,1,< 1 Year,Yes,30158,152,253,0
3073,Female,23,1,8,0,< 1 Year,Yes,64605,152,225,0
3074,Male,47,1,11,0,1-2 Year,Yes,32629,26,31,0
3075,Female,34,1,28,0,1-2 Year,Yes,39065,26,11,0
3076,Male,25,1,28,1,< 1 Year,No,37562,152,279,0
3077,Male,22,1,15,0,< 1 Year,Yes,2630,160,36,0
3078,Female,76,1,8,0,1-2 Year,No,36099,124,157,0
3079,Male,27,1,50,1,< 1 Year,No,31207,152,199,0
3080,Female,54,1,28,0,1-2 Year,Yes,46344,26,235,0
3081,Female,24,1,32,1,< 1 Year,No,33457,152,119,0
3082,Female,42,1,8,0,1-2 Year,Yes,42861,124,17,0
3083,Female,31,1,12,1,< 1 Year,No,22690,152,283,0
3084,Male,23,1,24,1,< 1 Year,No,2630,152,279,0
3085,Male,23,1,5,0,< 1 Year,Yes,27052,152,73,0
3086,Male,78,1,28,0,1-2 Year,Yes,2630,122,53,0
3087,Male,35,1,23,0,1-2 Year,Yes,2630,156,260,0
3088,Male,28,1,41,1,< 1 Year,No,26373,152,196,0
3089,Male,51,1,8,0,1-2 Year,Yes,53586,26,32,0
3090,Male,28,1,29,1,< 1 Year,No,18149,152,187,0
3091,Female,47,1,28,1,1-2 Year,No,31215,60,32,0
3092,Female,41,1,18,0,> 2 Years,Yes,38889,124,50,0
3093,Female,45,1,26,1,1-2 Year,No,33593,120,163,0
3094,Female,31,1,30,0,< 1 Year,Yes,31188,124,55,1
3095,Female,49,1,50,0,1-2 Year,Yes,36216,124,48,0
3096,Female,25,1,46,0,< 1 Year,Yes,29851,152,69,0
3097,Male,34,1,28,1,1-2 Year,No,33291,124,142,0
3098,Male,46,1,28,0,1-2 Year,Yes,37447,26,162,1
3099,Female,35,1,8,0,1-2 Year,Yes,2630,156,239,1
3100,Male,21,1,25,0,< 1 Year,No,32500,160,14,0
3101,Female,64,1,41,0,> 2 Years,Yes,71611,26,132,0
3102,Male,55,1,28,0,1-2 Year,Yes,68192,26,241,0
3103,Female,54,1,30,0,1-2 Year,Yes,35161,140,208,0
3104,Male,43,1,41,1,1-2 Year,No,2630,160,236,0
3105,Female,22,1,30,1,< 1 Year,No,24059,152,144,0
3106,Male,26,1,28,0,1-2 Year,No,2630,156,121,0
3107,Female,27,1,9,1,< 1 Year,No,28540,152,231,0
3108,Male,39,1,3,0,1-2 Year,Yes,24967,124,96,0
3109,Female,21,1,30,0,< 1 Year,Yes,24670,160,145,0
3110,Male,24,1,12,1,< 1 Year,No,21237,152,78,0
3111,Female,23,1,33,1,< 1 Year,No,32838,152,253,0
3112,Female,23,1,11,0,< 1 Year,Yes,34696,152,32,0
3113,Female,24,1,8,1,< 1 Year,No,25891,152,19,0
3114,Male,50,1,29,0,1-2 Year,Yes,38789,29,165,0
3115,Male,37,1,8,0,1-2 Year,Yes,42741,124,233,1
3116,Female,25,1,11,1,< 1 Year,No,35401,152,229,0
3117,Male,43,1,28,0,1-2 Year,Yes,38258,26,197,1
3118,Female,57,1,8,0,1-2 Year,Yes,40226,26,230,0
3119,Female,57,1,28,0,1-2 Year,Yes,2630,26,96,0
3120,Male,32,1,35,1,< 1 Year,Yes,2630,156,195,0
3121,Female,27,1,41,1,< 1 Year,No,36197,152,172,0
3122,Female,71,1,28,0,> 2 Years,Yes,48588,26,204,0
3123,Female,25,1,37,0,< 1 Year,Yes,28920,152,128,1
3124,Male,43,1,28,1,1-2 Year,No,35348,124,78,0
3125,Male,44,1,28,0,1-2 Year,No,31445,61,98,0
3126,Female,25,1,35,0,< 1 Year,Yes,37712,152,217,0
3127,Male,49,1,28,0,1-2 Year,Yes,41353,26,240,0
3128,Male,44,1,28,1,1-2 Year,No,52747,124,87,0
3129,Female,30,1,41,1,< 1 Year,No,59172,152,218,0
3130,Male,47,1,46,0,1-2 Year,Yes,26275,26,11,1
3131,Male,24,1,40,1,< 1 Year,No,18857,152,75,0
3132,Male,48,1,29,0,1-2 Year,Yes,20860,26,241,1
3133,Male,22,1,22,1,< 1 Year,No,29420,152,200,0
3134,Female,45,1,28,0,1-2 Year,Yes,36141,124,223,1
3135,Female,34,1,28,0,1-2 Year,Yes,42051,26,27,1
3136,Female,54,1,28,0,1-2 Year,Yes,41264,122,91,0
3137,Male,25,1,6,0,< 1 Year,Yes,22310,152,272,0
3138,Male,77,1,28,0,> 2 Years,Yes,31422,30,62,0
3139,Male,28,1,28,1,< 1 Year,No,46959,152,184,0
3140,Male,23,1,29,1,< 1 Year,No,35123,152,137,0
3141,Female,58,1,8,0,> 2 Years,Yes,56175,26,119,0
3142,Male,22,1,30,1,< 1 Year,No,22844,152,247,0
3143,Male,61,0,41,0,1-2 Year,Yes,40121,26,21,0
3144,Male,25,1,37,0,< 1 Year,Yes,2630,107,138,1
3145,Female,25,1,28,1,< 1 Year,No,56900,152,266,0
3146,Male,23,1,11,1,< 1 Year,No,31129,152,235,0
3147,Male,21,1,13,0,< 1 Year,No,28744,152,167,0
3148,Male,22,1,35,0,< 1 Year,No,43383,152,190,0
3149,Female,22,1,8,0,< 1 Year,Yes,30433,152,96,0
3150,Female,24,1,47,1,< 1 Year,No,26947,152,107,0
